Serial Number,Part Number,Symbol,Composition
S1111158646,P1111111589,Mo,100
S1111158647,P1111111589,Mo,100
S1111158648,P1111111589,Mo,100
S1111158649,P1111111589,Mo,100
S1111158650,P1111111589,Mo,100
S1111158651,P1111111589,Mo,100
S1111158652,P1111111589,Mo,100
S1111158653,P1111111589,Mo,100
S1111158654,P1111111589,Mo,100
S1111158655,P1111111589,Mo,100
S1111158656,P1111111589,Mo,100
S1111158657,P1111111589,Mo,100
S1111158658,P1111111589,Mo,100
S1111158659,P1111111589,Mo,100
S1111158660,P1111111589,Mo,100
S1111158661,P1111111589,Mo,100
S1111158662,P1111111589,Mo,100
S1111158663,P1111111589,Mo,100
S1111158664,P1111111589,Mo,100
S1111158665,P1111111589,Mo,100
S1111158666,P1111111589,Mo,100
S1111158667,P1111111589,Mo,100
S1111158668,P1111111589,Mo,100
S1111158669,P1111111590,Mo,100
S1111158670,P1111111590,Mo,100
S1111158671,P1111111590,Mo,100
S1111158672,P1111111590,Mo,100
S1111158673,P1111111590,Mo,100
S1111158674,P1111111590,Mo,100
S1111158675,P1111111590,Mo,100
S1111158676,P1111111590,Mo,100
S1111158677,P1111111590,Mo,100
S1111158678,P1111111590,Mo,100
S1111158679,P1111111590,Mo,100
S1111158680,P1111111590,Mo,100
S1111158681,P1111111590,Mo,100
S1111158682,P1111111590,Mo,100
S1111158683,P1111111590,Mo,100
S1111158684,P1111111590,Mo,100
S1111158685,P1111111590,Mo,100
S1111158686,P1111111590,Mo,100
S1111158687,P1111111590,Mo,100
S1111158688,P1111111590,Mo,100
S1111158689,P1111111590,Mo,100
S1111158690,P1111111590,Mo,100
S1111158691,P1111111590,Mo,100
S1111158692,P1111111590,Mo,100
S1111158693,P1111111590,Mo,100
S1111158694,P1111111590,Mo,100
S1111158695,P1111111590,Mo,100
S1111158696,P1111111590,Mo,100
S1111158697,P1111111590,Mo,100
S1111158698,P1111111590,Mo,100
S1111158699,P1111111590,Mo,100
S1111158700,P1111111590,Mo,100
S1111158701,P1111111590,Mo,100
S1111158702,P1111111590,Mo,100
S1111158703,P1111111590,Mo,100
S1111158704,P1111111590,Mo,100
S1111158705,P1111111590,Mo,100
S1111158706,P1111111590,Mo,100
S1111158707,P1111111590,Mo,100
S1111158708,P1111111590,Mo,100
S1111158709,P1111111590,Mo,100
S1111158710,P1111111590,Mo,100
S1111158711,P1111111590,Mo,100
S1111158712,P1111111590,Mo,100
S1111158713,P1111111590,Mo,100
S1111158714,P1111111590,Mo,100
S1111158715,P1111111590,Mo,100
S1111158716,P1111111590,Mo,100
S1111158717,P1111111590,Mo,100
S1111158718,P1111111590,Mo,100
S1111158719,P1111111590,Mo,100
S1111158720,P1111111590,Mo,100
S1111158721,P1111111590,Mo,100
S1111158722,P1111111590,Mo,100
S1111158723,P1111111590,Mo,100
S1111158724,P1111111590,Mo,100
S1111158725,P1111111590,Mo,100
S1111158726,P1111111590,Mo,100
S1111158727,P1111111590,Mo,100
S1111158728,P1111111590,Mo,100
S1111158729,P1111111590,Mo,100
S1111158730,P1111111590,Mo,100
S1111158731,P1111111590,Mo,100
S1111158732,P1111111590,Mo,100
S1111158733,P1111111590,Mo,100
S1111158734,P1111111590,Mo,100
S1111158735,P1111111590,Mo,100
S1111158736,P1111111590,Mo,100
S1111158737,P1111111590,Mo,100
S1111158738,P1111111590,Mo,100
S1111158739,P1111111590,Mo,100
S1111158740,P1111111590,Mo,100
S1111158741,P1111111590,Mo,100
S1111158742,P1111111590,Mo,100
S1111158743,P1111111590,Mo,100
S1111158744,P1111111590,Mo,100
S1111158745,P1111111590,Mo,100
S1111158746,P1111111590,Mo,100
S1111158747,P1111111590,Mo,100
S1111158748,P1111111590,Mo,100
S1111158749,P1111111590,Mo,100
S1111158750,P1111111590,Mo,100
S1111158751,P1111111590,Mo,100
S1111158752,P1111111590,Mo,100
S1111158753,P1111111590,Mo,100
S1111158754,P1111111590,Mo,100
S1111158755,P1111111590,Mo,100
S1111158756,P1111111590,Mo,100
S1111158757,P1111111590,Mo,100
S1111158758,P1111111590,Mo,100
S1111158759,P1111111590,Mo,100
S1111158760,P1111111590,Mo,100
S1111158761,P1111111590,Mo,100
S1111158762,P1111111590,Mo,100
S1111158763,P1111111590,Mo,100
S1111158764,P1111111590,Mo,100
S1111158765,P1111111590,Mo,100
S1111158766,P1111111590,Mo,100
S1111158767,P1111111590,Mo,100
S1111158768,P1111111590,Mo,100
S1111158769,P1111111590,Mo,100
S1111158770,P1111111590,Mo,100
S1111158771,P1111111590,Mo,100
S1111158772,P1111111590,Mo,100
S1111158773,P1111111590,Mo,100
S1111158774,P1111111590,Mo,100
S1111158775,P1111111590,Mo,100
S1111158776,P1111111590,Mo,100
S1111158777,P1111111590,Mo,100
S1111158778,P1111111590,Mo,100
S1111158779,P1111111590,Mo,100
S1111158780,P1111111590,Mo,100
S1111158781,P1111111590,Mo,100
S1111158782,P1111111590,Mo,100
S1111158783,P1111111590,Mo,100
S1111158784,P1111111590,Mo,100
S1111158785,P1111111590,Mo,100
S1111158786,P1111111590,Mo,100
S1111158787,P1111111590,Mo,100
S1111158788,P1111111590,Mo,100
S1111158789,P1111111590,Mo,100
S1111158790,P1111111590,Mo,100
S1111158791,P1111111590,Mo,100
S1111158792,P1111111590,Mo,100
S1111158793,P1111111590,Mo,100
S1111158794,P1111111590,Mo,100
S1111158795,P1111111590,Mo,100
S1111158796,P1111111590,Mo,100
S1111158797,P1111111590,Mo,100
S1111158798,P1111111590,Mo,100
S1111158799,P1111111590,Mo,100
S1111158800,P1111111590,Mo,100
S1111158801,P1111111590,Mo,100
S1111158802,P1111111590,Mo,100
S1111158803,P1111111590,Mo,100
S1111158804,P1111111590,Mo,100
S1111158805,P1111111590,Mo,100
S1111158806,P1111111590,Mo,100
S1111158807,P1111111590,Mo,100
S1111158808,P1111111590,Mo,100
S1111158809,P1111111590,Mo,100
S1111158810,P1111111590,Mo,100
S1111158811,P1111111590,Mo,100
S1111158812,P1111111590,Mo,100
S1111158813,P1111111590,Mo,100
S1111158814,P1111111590,Mo,100
S1111158815,P1111111590,Mo,100
S1111158816,P1111111590,Mo,100
S1111158817,P1111111590,Mo,100
S1111158818,P1111111590,Mo,100
S1111158819,P1111111590,Mo,100
S1111158820,P1111111590,Mo,100
S1111158821,P1111111590,Mo,100
S1111158822,P1111111590,Mo,100
S1111158823,P1111111590,Mo,100
S1111158824,P1111111590,Mo,100
S1111158825,P1111111590,Mo,100
S1111158826,P1111111590,Mo,100
S1111158827,P1111111590,Mo,100
S1111158828,P1111111590,Mo,100
S1111158829,P1111111590,Mo,100
S1111158830,P1111111590,Mo,100
S1111158831,P1111111590,Mo,100
S1111158832,P1111111590,Mo,100
S1111158833,P1111111590,Mo,100
S1111158834,P1111111590,Mo,100
S1111158835,P1111111591,Ni,100
S1111158836,P1111111591,Ni,100
S1111158837,P1111111591,Ni,100
S1111158838,P1111111591,Ni,100
S1111158839,P1111111591,Ni,100
S1111158840,P1111111591,Ni,100
S1111158841,P1111111591,Ni,100
S1111158842,P1111111591,Ni,100
S1111158843,P1111111591,Ni,100
S1111158844,P1111111591,Ni,100
S1111158845,P1111111591,Ni,100
S1111158846,P1111111591,Ni,100
S1111158847,P1111111591,Ni,100
S1111158848,P1111111591,Ni,100
S1111158849,P1111111591,Ni,100
S1111158850,P1111111591,Ni,100
S1111158851,P1111111591,Ni,100
S1111158852,P1111111591,Ni,100
S1111158853,P1111111591,Ni,100
S1111158854,P1111111591,Ni,100
S1111158855,P1111111591,Ni,100
S1111158856,P1111111591,Ni,100
S1111158857,P1111111591,Ni,100
S1111158858,P1111111591,Ni,100
S1111158859,P1111111591,Ni,100
S1111158861,P1111111591,Ni,100
S1111158862,P1111111591,Ni,100
S1111158863,P1111111591,Ni,100
S1111158864,P1111111591,Ni,100
S1111158865,P1111111591,Ni,100
S1111158866,P1111111591,Ni,100
S1111158867,P1111111591,Ni,100
S1111158868,P1111111591,Ni,100
S1111158869,P1111111591,Ni,100
S1111158870,P1111111591,Ni,100
S1111158871,P1111111591,Ni,100
S1111158872,P1111111591,Ni,100
S1111158873,P1111111591,Ni,100
S1111158874,P1111111591,Ni,100
S1111158875,P1111111591,Ni,100
S1111158876,P1111111591,Ni,100
S1111158877,P1111111591,Ni,100
S1111158878,P1111111591,Ni,100
S1111158879,P1111111591,Ni,100
S1111158880,P1111111591,Ni,100
S1111158881,P1111111591,Ni,100
S1111158882,P1111111591,Ni,100
S1111158883,P1111111591,Ni,100
S1111158884,P1111111591,Ni,100
S1111158885,P1111111591,Ni,100
S1111158887,P1111111591,Ni,100
S1111158888,P1111111591,Ni,100
S1111158889,P1111111591,Ni,100
S1111158890,P1111111591,Ni,100
S1111158891,P1111111591,Ni,100
S1111158892,P1111111591,Ni,100
S1111158893,P1111111591,Ni,100
S1111158894,P1111111591,Ni,100
S1111158896,P1111111591,Ni,100
S1111158897,P1111111591,Ni,100
S1111158899,P1111111591,Ni,100
S1111158901,P1111111591,Ni,100
S1111158902,P1111111591,Ni,100
S1111158903,P1111111591,Ni,100
S1111158904,P1111111591,Ni,100
S1111158905,P1111111591,Ni,100
S1111158906,P1111111591,Ni,100
S1111158907,P1111111591,Ni,100
S1111158908,P1111111591,Ni,100
S1111158909,P1111111591,Ni,100
S1111158910,P1111111591,Ni,100
S1111158911,P1111111591,Ni,100
S1111158912,P1111111591,Ni,100
S1111158913,P1111111591,Ni,100
S1111158914,P1111111591,Ni,100
S1111158915,P1111111591,Ni,100
S1111158916,P1111111591,Ni,100
S1111158917,P1111111591,Ni,100
S1111158918,P1111111591,Ni,100
S1111158919,P1111111591,Ni,100
S1111158920,P1111111591,Ni,100
S1111158921,P1111111591,Ni,100
S1111158922,P1111111591,Ni,100
S1111158923,P1111111591,Ni,100
S1111158924,P1111111591,Ni,100
S1111158925,P1111111591,Ni,100
S1111158926,P1111111591,Ni,100
S1111158927,P1111111591,Ni,100
S1111158928,P1111111591,Ni,100
S1111158929,P1111111591,Ni,100
S1111158930,P1111111591,Ni,100
S1111158931,P1111111591,Ni,100
S1111158932,P1111111591,Ni,100
S1111158933,P1111111591,Ni,100
S1111158934,P1111111591,Ni,100
S1111158935,P1111111591,Ni,100
S1111158936,P1111111591,Ni,100
S1111158937,P1111111591,Ni,100
S1111158938,P1111111591,Ni,100
S1111158939,P1111111591,Ni,100
S1111158940,P1111111591,Ni,100
S1111158941,P1111111591,Ni,100
S1111158942,P1111111591,Ni,100
S1111158943,P1111111591,Ni,100
S1111158944,P1111111591,Ni,100
S1111158945,P1111111591,Ni,100
S1111158946,P1111111591,Ni,100
S1111158947,P1111111591,Ni,100
S1111158948,P1111111591,Ni,100
S1111158949,P1111111591,Ni,100
S1111158950,P1111111591,Ni,100
S1111158951,P1111111591,Ni,100
S1111158952,P1111111591,Ni,100
S1111158953,P1111111591,Ni,100
S1111158954,P1111111591,Ni,100
S1111158955,P1111111591,Ni,100
S1111158956,P1111111591,Ni,100
S1111158957,P1111111591,Ni,100
S1111158958,P1111111591,Ni,100
S1111158959,P1111111591,Ni,100
S1111158960,P1111111591,Ni,100
S1111158961,P1111111591,Ni,100
S1111158962,P1111111591,Ni,100
S1111158963,P1111111591,Ni,100
S1111158964,P1111111591,Ni,100
S1111158965,P1111111591,Ni,100
S1111158966,P1111111591,Ni,100
S1111158967,P1111111591,Ni,100
S1111158968,P1111111591,Ni,100
S1111158969,P1111111591,Ni,100
S1111158970,P1111111591,Ni,100
S1111158971,P1111111591,Ni,100
S1111158972,P1111111591,Ni,100
S1111158973,P1111111591,Ni,100
S1111158974,P1111111591,Ni,100
S1111158975,P1111111591,Ni,100
S1111158976,P1111111591,Ni,100
S1111158977,P1111111591,Ni,100
S1111158978,P1111111591,Ni,100
S1111158979,P1111111591,Ni,100
S1111158980,P1111111591,Ni,100
S1111158981,P1111111591,Ni,100
S1111158982,P1111111591,Ni,100
S1111158983,P1111111591,Ni,100
S1111158984,P1111111591,Ni,100
S1111158985,P1111111591,Ni,100
S1111158986,P1111111591,Ni,100
S1111158987,P1111111591,Ni,100
S1111158988,P1111111591,Ni,100
S1111158989,P1111111591,Ni,100
S1111158990,P1111111591,Ni,100
S1111158991,P1111111591,Ni,100
S1111158992,P1111111591,Ni,100
S1111158993,P1111111591,Ni,100
S1111158994,P1111111591,Ni,100
S1111158995,P1111111591,Ni,100
S1111158996,P1111111591,Ni,100
S1111158997,P1111111591,Ni,100
S1111158998,P1111111591,Ni,100
S1111158999,P1111111591,Ni,100
S1111159000,P1111111591,Ni,100
S1111159001,P1111111591,Ni,100
S1111159002,P1111111591,Ni,100
S1111159003,P1111111591,Ni,100
S1111159004,P1111111591,Ni,100
S1111159005,P1111111591,Ni,100
S1111159006,P1111111591,Ni,100
S1111159007,P1111111591,Ni,100
S1111159008,P1111111591,Ni,100
S1111159009,P1111111591,Ni,100
S1111159010,P1111111591,Ni,100
S1111159011,P1111111591,Ni,100
S1111159012,P1111111591,Ni,100
S1111159013,P1111111591,Ni,100
S1111159014,P1111111591,Ni,100
S1111159015,P1111111591,Ni,100
S1111159016,P1111111592,Ni,100
S1111159017,P1111111592,Ni,100
S1111159018,P1111111592,Ni,100
S1111159019,P1111111592,Ni,100
S1111159020,P1111111592,Ni,100
S1111159021,P1111111592,Ni,100
S1111159022,P1111111592,Ni,100
S1111159023,P1111111592,Ni,100
S1111159024,P1111111592,Ni,100
S1111159025,P1111111592,Ni,100
S1111159026,P1111111592,Ni,100
S1111159027,P1111111592,Ni,100
S1111159028,P1111111592,Ni,100
S1111159029,P1111111592,Ni,100
S1111159030,P1111111592,Ni,100
S1111159031,P1111111592,Ni,100
S1111159032,P1111111592,Ni,100
S1111159033,P1111111592,Ni,100
S1111159034,P1111111592,Ni,100
S1111159035,P1111111592,Ni,100
S1111159036,P1111111592,Ni,100
S1111159037,P1111111592,Ni,100
S1111159038,P1111111592,Ni,100
S1111159039,P1111111592,Ni,100
S1111159040,P1111111592,Ni,100
S1111159041,P1111111592,Ni,100
S1111159042,P1111111592,Ni,100
S1111159043,P1111111592,Ni,100
S1111159044,P1111111592,Ni,100
S1111159045,P1111111592,Ni,100
S1111159046,P1111111592,Ni,100
S1111159047,P1111111592,Ni,100
S1111159048,P1111111592,Ni,100
S1111159049,P1111111592,Ni,100
S1111159050,P1111111592,Ni,100
S1111159051,P1111111592,Ni,100
S1111159052,P1111111592,Ni,100
S1111159053,P1111111592,Ni,100
S1111159054,P1111111592,Ni,100
S1111159055,P1111111592,Ni,100
S1111159056,P1111111592,Ni,100
S1111159057,P1111111592,Ni,100
S1111159058,P1111111592,Ni,100
S1111159059,P1111111592,Ni,100
S1111159060,P1111111592,Ni,100
S1111159061,P1111111592,Ni,100
S1111159062,P1111111592,Ni,100
S1111159063,P1111111592,Ni,100
S1111159064,P1111111592,Ni,100
S1111159065,P1111111592,Ni,100
S1111159066,P1111111592,Ni,100
S1111159067,P1111111592,Ni,100
S1111159068,P1111111592,Ni,100
S1111159069,P1111111592,Ni,100
S1111159070,P1111111592,Ni,100
S1111159071,P1111111592,Ni,100
S1111159072,P1111111592,Ni,100
S1111159073,P1111111592,Ni,100
S1111159074,P1111111592,Ni,100
S1111159075,P1111111592,Ni,100
S1111159076,P1111111592,Ni,100
S1111159077,P1111111592,Ni,100
S1111159078,P1111111592,Ni,100
S1111159079,P1111111592,Ni,100
S1111159080,P1111111592,Ni,100
S1111159081,P1111111592,Ni,100
S1111159082,P1111111592,Ni,100
S1111159083,P1111111592,Ni,100
S1111159084,P1111111592,Ni,100
S1111159085,P1111111592,Ni,100
S1111159086,P1111111592,Ni,100
S1111159087,P1111111592,Ni,100
S1111159088,P1111111592,Ni,100
S1111159089,P1111111592,Ni,100
S1111159090,P1111111592,Ni,100
S1111159091,P1111111592,Ni,100
S1111159092,P1111111592,Ni,100
S1111159093,P1111111592,Ni,100
S1111159094,P1111111592,Ni,100
S1111159095,P1111111592,Ni,100
S1111159096,P1111111592,Ni,100
S1111159097,P1111111592,Ni,100
S1111159098,P1111111592,Ni,100
S1111159099,P1111111592,Ni,100
S1111159100,P1111111592,Ni,100
S1111159101,P1111111592,Ni,100
S1111159102,P1111111592,Ni,100
S1111159103,P1111111592,Ni,100
S1111159104,P1111111592,Ni,100
S1111159105,P1111111592,Ni,100
S1111159106,P1111111592,Ni,100
S1111159107,P1111111593,Ni,100
S1111159108,P1111111593,Ni,100
S1111159109,P1111111593,Ni,100
S1111159110,P1111111593,Ni,100
S1111159111,P1111111593,Ni,100
S1111159112,P1111111593,Ni,100
S1111159113,P1111111593,Ni,100
S1111159114,P1111111593,Ni,100
S1111159115,P1111111593,Ni,100
S1111159116,P1111111593,Ni,100
S1111159117,P1111111593,Ni,100
S1111159118,P1111111593,Ni,100
S1111159119,P1111111593,Ni,100
S1111159120,P1111111593,Ni,100
S1111159121,P1111111593,Ni,100
S1111159122,P1111111593,Ni,100
S1111159123,P1111111593,Ni,100
S1111159124,P1111111593,Ni,100
S1111159125,P1111111593,Ni,100
S1111159126,P1111111593,Ni,100
S1111159127,P1111111593,Ni,100
S1111159128,P1111111593,Ni,100
S1111159129,P1111111593,Ni,100
S1111159130,P1111111593,Ni,100
S1111159131,P1111111593,Ni,100
S1111159132,P1111111593,Ni,100
S1111159133,P1111111593,Ni,100
S1111159134,P1111111593,Ni,100
S1111159135,P1111111593,Ni,100
S1111159136,P1111111593,Ni,100
S1111159137,P1111111593,Ni,100
S1111159138,P1111111593,Ni,100
S1111159139,P1111111593,Ni,100
S1111159140,P1111111593,Ni,100
S1111159141,P1111111593,Ni,100
S1111159142,P1111111593,Ni,100
S1111159143,P1111111593,Ni,100
S1111159144,P1111111593,Ni,100
S1111159145,P1111111593,Ni,100
S1111159146,P1111111593,Ni,100
S1111159147,P1111111593,Ni,100
S1111159148,P1111111593,Ni,100
S1111159149,P1111111593,Ni,100
S1111159150,P1111111593,Ni,100
S1111159151,P1111111593,Ni,100
S1111159152,P1111111593,Ni,100
S1111159153,P1111111593,Ni,100
S1111159154,P1111111593,Ni,100
S1111159155,P1111111593,Ni,100
S1111159156,P1111111593,Ni,100
S1111159157,P1111111593,Ni,100
S1111159158,P1111111593,Ni,100
S1111159159,P1111111593,Ni,100
S1111159160,P1111111593,Ni,100
S1111159161,P1111111593,Ni,100
S1111159162,P1111111593,Ni,100
S1111159163,P1111111593,Ni,100
S1111159164,P1111111593,Ni,100
S1111159165,P1111111593,Ni,100
S1111159166,P1111111593,Ni,100
S1111159167,P1111111593,Ni,100
S1111159168,P1111111593,Ni,100
S1111159169,P1111111593,Ni,100
S1111159170,P1111111593,Ni,100
S1111159171,P1111111593,Ni,100
S1111159172,P1111111593,Ni,100
S1111159173,P1111111593,Ni,100
S1111159174,P1111111593,Ni,100
S1111159175,P1111111593,Ni,100
S1111159176,P1111111593,Ni,100
S1111159177,P1111111593,Ni,100
S1111159178,P1111111593,Ni,100
S1111159179,P1111111593,Ni,100
S1111159180,P1111111593,Ni,100
S1111159181,P1111111593,Ni,100
S1111159182,P1111111593,Ni,100
S1111159183,P1111111593,Ni,100
S1111159184,P1111111593,Ni,100
S1111159185,P1111111593,Ni,100
S1111159186,P1111111593,Ni,100
S1111159187,P1111111593,Ni,100
S1111159188,P1111111593,Ni,100
S1111159189,P1111111593,Ni,100
S1111159190,P1111111593,Ni,100
S1111159191,P1111111593,Ni,100
S1111159192,P1111111593,Ni,100
S1111159193,P1111111593,Ni,100
S1111159194,P1111111593,Ni,100
S1111159195,P1111111593,Ni,100
S1111159196,P1111111593,Ni,100
S1111159197,P1111111593,Ni,100
S1111159198,P1111111593,Ni,100
S1111159199,P1111111593,Ni,100
S1111159200,P1111111593,Ni,100
S1111159201,P1111111593,Ni,100
S1111159202,P1111111593,Ni,100
S1111159203,P1111111593,Ni,100
S1111159204,P1111111593,Ni,100
S1111159205,P1111111593,Ni,100
S1111159206,P1111111593,Ni,100
S1111159207,P1111111593,Ni,100
S1111159208,P1111111593,Ni,100
S1111159209,P1111111593,Ni,100
S1111159210,P1111111593,Ni,100
S1111159211,P1111111593,Ni,100
S1111159212,P1111111593,Ni,100
S1111159213,P1111111593,Ni,100
S1111159214,P1111111593,Ni,100
S1111159215,P1111111593,Ni,100
S1111159216,P1111111593,Ni,100
S1111159217,P1111111593,Ni,100
S1111159218,P1111111593,Ni,100
S1111159219,P1111111593,Ni,100
S1111159220,P1111111593,Ni,100
S1111159221,P1111111593,Ni,100
S1111159222,P1111111593,Ni,100
S1111159223,P1111111593,Ni,100
S1111159224,P1111111593,Ni,100
S1111159225,P1111111593,Ni,100
S1111159226,P1111111593,Ni,100
S1111159227,P1111111593,Ni,100
S1111159228,P1111111593,Ni,100
S1111159229,P1111111593,Ni,100
S1111159230,P1111111593,Ni,100
S1111159231,P1111111593,Ni,100
S1111159232,P1111111593,Ni,100
S1111159233,P1111111593,Ni,100
S1111159234,P1111111593,Ni,100
S1111159235,P1111111594,Ni,100
S1111159236,P1111111594,Ni,100
S1111159237,P1111111594,Ni,100
S1111159238,P1111111594,Ni,100
S1111159239,P1111111594,Ni,100
S1111159240,P1111111594,Ni,100
S1111159241,P1111111594,Ni,100
S1111159242,P1111111594,Ni,100
S1111159243,P1111111594,Ni,100
S1111159244,P1111111594,Ni,100
S1111159245,P1111111594,Ni,100
S1111159246,P1111111594,Ni,100
S1111159247,P1111111594,Ni,100
S1111159248,P1111111594,Ni,100
S1111159249,P1111111594,Ni,100
S1111159250,P1111111594,Ni,100
S1111159251,P1111111594,Ni,100
S1111159252,P1111111594,Ni,100
S1111159253,P1111111594,Ni,100
S1111159254,P1111111594,Ni,100
S1111159255,P1111111594,Ni,100
S1111159256,P1111111594,Ni,100
S1111159257,P1111111594,Ni,100
S1111159258,P1111111594,Ni,100
S1111159259,P1111111594,Ni,100
S1111159260,P1111111594,Ni,100
S1111159261,P1111111594,Ni,100
S1111159262,P1111111594,Ni,100
S1111159263,P1111111594,Ni,100
S1111159264,P1111111594,Ni,100
S1111159265,P1111111594,Ni,100
S1111159266,P1111111594,Ni,100
S1111159267,P1111111594,Ni,100
S1111159268,P1111111594,Ni,100
S1111159269,P1111111594,Ni,100
S1111159270,P1111111594,Ni,100
S1111159271,P1111111594,Ni,100
S1111159272,P1111111595,Ni,100
S1111159273,P1111111595,Ni,100
S1111159274,P1111111595,Ni,100
S1111159275,P1111111595,Ni,100
S1111159276,P1111111595,Ni,100
S1111159277,P1111111595,Ni,100
S1111159278,P1111111595,Ni,100
S1111159279,P1111111595,Ni,100
S1111159280,P1111111595,Ni,100
S1111159281,P1111111595,Ni,100
S1111159282,P1111111595,Ni,100
S1111159283,P1111111595,Ni,100
S1111159284,P1111111595,Ni,100
S1111159285,P1111111595,Ni,100
S1111159286,P1111111595,Ni,100
S1111159287,P1111111595,Ni,100
S1111159288,P1111111595,Ni,100
S1111159289,P1111111595,Ni,100
S1111159290,P1111111595,Ni,100
S1111159291,P1111111595,Ni,100
S1111159292,P1111111595,Ni,100
S1111159293,P1111111595,Ni,100
S1111159294,P1111111595,Ni,100
S1111159295,P1111111595,Ni,100
S1111159296,P1111111595,Ni,100
S1111159297,P1111111595,Ni,100
S1111159298,P1111111595,Ni,100
S1111159299,P1111111595,Ni,100
S1111159300,P1111111595,Ni,100
S1111159301,P1111111595,Ni,100
S1111159302,P1111111595,Ni,100
S1111159303,P1111111595,Ni,100
S1111159304,P1111111595,Ni,100
S1111159305,P1111111595,Ni,100
S1111159306,P1111111595,Ni,100
S1111159307,P1111111595,Ni,100
S1111159308,P1111111595,Ni,100
S1111159309,P1111111595,Ni,100
S1111159310,P1111111595,Ni,100
S1111159311,P1111111595,Ni,100
S1111159312,P1111111595,Ni,100
S1111159313,P1111111595,Ni,100
S1111159314,P1111111595,Ni,100
S1111159315,P1111111595,Ni,100
S1111159316,P1111111595,Ni,100
S1111159317,P1111111595,Ni,100
S1111159318,P1111111595,Ni,100
S1111159319,P1111111595,Ni,100
S1111159320,P1111111595,Ni,100
S1111159321,P1111111595,Ni,100
S1111159322,P1111111595,Ni,100
S1111159323,P1111111595,Ni,100
S1111159324,P1111111595,Ni,100
S1111159325,P1111111595,Ni,100
S1111159326,P1111111595,Ni,100
